Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
chr8_-_121526514_121526558	29	50	323	81	20	81	20
chr8_-_121526568_121526581	33	56	340	99	22	98	23
chr8_-_121526806_121526827	28	49	318	74	20	74	20
chr8_-_121892877_121893007	10	7	6	9	16	10	9
chr8_-_121893196_121893292	12	8	9	8	11	8	7
chr8_-_121893449_121893453	15	13	10	12	20	11	9
chr8_-_121893468_121893907	14	11	10	11	17	10	8
chr8_-_122722674_122722941	11	5	13	12	9	12	11
chr8_-_124123672_124123705	72	98	138	74	29	97	86
chr8_-_124123707_124123720	72	98	138	74	29	97	86
chr8_-_124123721_124123722	53	46	66	50	22	55	29
chr8_-_124123772_124123828	47	37	50	44	20	45	20
chr8_-_124477639_124477821	7	24	6	14	7	5	39
chr8_-_124477846_124477847	7	25	6	15	8	5	39
chr8_-_124477869_124477888	7	25	6	15	8	5	39
chr8_-_124497770_124497788	7	25	6	15	8	5	39
chr8_-_124818754_124818846	7	7	7	7	7	6	8
chr8_-_125555933_125555984	3687	3074	1604	4086	1812	2824	6041
chr8_-_125648576_125648599	62	36	43	23	49	22	46
chr8_-_125649926_125649958	11	7	8	12	10	12	9
chr8_-_125809559_125809694	21	10	13	14	14	17	17
chr8_-_125809831_125809977	38	24	28	17	33	18	29
chr8_-_126173055_126173084	24	87	22	18	10	30	14
chr8_-_126173108_126173140	24	87	22	18	10	30	14
chr8_-_126173186_126173188	24	87	22	18	10	30	14
chr8_-_126173189_126173194	31	101	28	22	11	39	17
chr8_-_126173203_126173206	24	87	22	18	10	30	14
chr8_-_126173227_126173252	24	87	22	18	10	30	14
chr8_-_127639647_127639827	4141	2753	1787	2624	5154	1716	9111
chr8_-_127639892_127639920	4141	2753	1787	2624	5154	1716	9111
chr8_-_131021078_131021116	41	153	164	39	80	50	74
chr8_-_131021169_131021199	41	153	164	39	80	50	74
chr8_-_131097828_131097854	41	153	164	39	80	50	74
chr8_-_131097856_131097896	41	153	164	39	80	50	74
chr8_-_131098015_131098115	41	153	164	39	80	50	74
chr8_-_131483395_131483398	13	19	11	21	10	27	14
chr8_-_132122016_132122016	11	10	16	10	10	10	12
chr8_-_133186693_133186693	35	6	12	40	37	37	21
chr8_-_133561738_133561872	41	22	21	38	23	24	29
chr8_-_133561933_133562006	23	15	12	23	11	15	17
chr8_-_133562185_133562334	41	22	21	38	23	24	29
chr8_-_133756943_133757076	10	7	9	9	15	10	190
chr8_-_134141586_134141784	21	119	17	15	36	13	21
chr8_-_134184491_134184491	15	152	12	12	42	11	14
chr8_-_134378630_134378728	204	112	1475	322	248	216	207
chr8_-_134653194_134653364	7	23	11	18	15	173	10
chr8_-_141536992_141537023	8	19	7	10	15	8	10
chr8_-_141537035_141537046	8	19	7	10	15	8	10
chr8_-_141537859_141537859	8	19	7	10	15	8	10
chr8_-_142080169_142080707	28	22	123	62	56	80	106
chr8_-_142446546_142446546	11	6	9	7	7	8	9
chr8_-_143692814_143692843	13	6	17	11	11	9	14
chr8_-_143748324_143748389	15	27	15	14	38	12	12
chr8_-_143748391_143748415	35	52	25	29	46	21	31
chr8_-_143820825_143820830	8	7	6	6	7	9	5
chr8_-_143864933_143865009	21	9	21	15	21	18	12
chr8_-_143958234_143958237	10	7	7	11	10	11	9
chr8_-_143996257_143996260	35	24	15	29	32	22	27
chr8_-_144312831_144312831	9	8	6	12	12	9	9
chr8_-_144313053_144313076	9	8	6	12	12	9	9
chr8_-_144313100_144313129	10	9	7	13	14	10	11
chr8_-_144313293_144313427	10	7	7	12	12	10	10
chr8_-_144694722_144694747	15	23	15	14	14	14	57
chr8_-_144694754_144694796	15	23	15	14	14	14	57
chr8_-_144750686_144750738	815	1772	2272	1699	4411	1991	850
chr8_-_144750987_144750987	844	1806	2327	1731	4528	2030	886
chr8_-_144762765_144762928	12	6	9	9	7	6	10
chr8_-_144770764_144770836	14	29	43	52	50	48	49
chr8_-_144770838_144770854	12	34	42	50	51	44	47
chr8_-_144770859_144770886	12	34	42	50	51	44	47
chr8_-_144969529_144969536	13	14	15	10	10	18	10
chr8_-_144983162_144983228	78	320	224	263	82	240	213
chr8_-_144983451_144983471	81	314	216	265	79	239	207
chr8_-_144983485_144983514	78	320	224	263	82	240	213
chr8_-_144983523_144983553	74	317	217	256	79	235	205
chr8_-_145019421_145019421	7	5	24	8	17	8	10
chr8_-_145085616_145085766	32	14	130	39	12	31	19
chr8_-_145088679_145088819	32	14	130	39	12	31	19
chr8_-_145090045_145090139	32	14	130	39	12	31	19
chr8_-_145090892_145090892	32	14	130	39	12	31	19
chr8_-_145097031_145097086	32	14	130	39	12	31	19
chr8_-_145099963_145100075	32	14	130	39	12	31	19
chr8_-_145119627_145119688	32	14	130	39	12	31	19
chr8_-_145122884_145122946	32	14	130	39	12	31	19
chr8_-_145187553_145187639	13	8	7	10	10	6	49
chr8_-_145230653_145230677	31	47	32	35	24	52	277
chr8_-_145230851_145231078	31	47	32	35	24	52	277
chr8_-_145231079_145231199	25	44	29	29	19	49	249
chr8_-_145485822_145485869	11	47	25	19	12	17	12
chr8_-_145485879_145485896	11	59	28	21	15	18	13
chr8_-_145485897_145485904	17	67	39	31	37	28	24
chr8_-_145485907_145485927	11	61	29	21	16	19	14
chr8_-_145521108_145521204	49	20	30	12	20	14	85
chr8_-_145521297_145521323	24	29	18	9	11	9	51
chr8_-_145521324_145521335	53	22	33	12	21	15	91
chr8_-_145521344_145521420	23	29	17	9	11	9	49
chr8_-_145530639_145530750	24	5	12	11	13	8	10
chr8_-_145552919_145553038	5	21	7	7	4	5	6
chr8_-_145605350_145605525	18	68	19	20	24	15	60
chr8_-_145605540_145605580	20	84	20	22	26	16	76
chr8_-_145609737_145609808	20	38	88	16	36	25	20
chr8_-_145612636_145612732	19	34	78	15	33	23	19
chr8_-_145613034_145613039	19	34	78	15	33	23	19
chr8_-_145613058_145613106	19	34	78	15	33	23	19
chr8_-_145624690_145624705	60	142	144	124	93	95	166
chr8_-_145624708_145624717	51	139	130	105	84	78	154
chr8_-_145624719_145624745	59	137	139	120	90	92	160
chr8_-_145640579_145640591	11	11	13	14	11	12	13
chr8_-_145640604_145640666	15	15	19	19	15	17	17
chr8_-_145661225_145661225	28	12	12	17	15	14	38
chr8_-_145671947_145672045	53	9	18	22	64	45	35
chr8_-_145672525_145672525	64	10	24	36	85	52	48
chr8_-_145713959_145714072	11	76	12	12	16	12	20
chr8_-_145725197_145725285	5602	9982	10818	6786	7104	7655	4113
chr8_-_145983457_145983552	8	10	7	6	7	7	8
chr8_-_145988520_145988569	1288	5761	7780	4263	3941	5147	1171
chr8_-_145988578_145988582	862	5271	7615	3797	3573	4999	791
chr8_-_145988584_145988610	1135	5580	7507	4072	3732	4980	1020
chr8_-_146097580_146097667	15	8	16	17	14	11	22
chr8_-_146147004_146147098	10	20	15	14	11	11	13
chr8_-_146173531_146173541	30609	8518	11739	20363	15642	12996	29364
chr9_+_494661_494835	105	64	35	8	37	8	35
chr9_+_696744_696917	115	74	42	8	44	9	40
chr9_+_831689_831837	27	7	16	16	27	19	214
chr9_+_2005218_2005374	30	63	17	19	25	18	62
chr9_+_2611740_2611874	11	8	34	41	13	24	11
chr9_+_2612052_2612097	11	8	34	41	13	24	11
chr9_+_2612099_2612126	11	8	34	41	13	24	11
chr9_+_2612134_2612188	11	8	34	41	13	24	11
chr9_+_2707525_2707525	26	26	16	20	18	17	50
chr9_+_4480193_4480681	8	6	6	11	10	21	6
chr9_+_4669557_4669766	6	7	8	7	6	8	14
chr9_+_4782833_4782833	19	73	22	24	22	12	12
chr9_+_4782876_4782971	16	55	19	21	19	11	10
chr9_+_4782974_4783112	15	49	18	19	18	10	10
chr9_+_4975082_4975093	23	30	19	16	37	16	21
chr9_+_4975243_4975275	20	16	12	14	19	14	11
chr9_+_5221401_5221523	13	6	8	8	14	10	7
chr9_+_5500544_5500783	9	6	8	11	7	9	7
chr9_+_5880801_5880908	8	6	8	8	10	11	11
chr9_+_6205804_6205808	15	7	11	108	11	363	7
chr9_+_6231677_6231694	18	7	11	110	12	291	8
chr9_+_6747636_6747698	10	37	12	15	15	14	11
chr9_+_6747919_6748160	10	37	12	15	15	14	11
chr9_+_12683385_12683466	7	4	4	5	11	7	6
chr9_+_15412630_15412786	37	20	44	55	29	50	79
chr9_+_15412862_15412874	30	19	20	25	24	23	55
chr9_+_15412875_15412949	22	24	18	27	23	22	67
chr9_+_17124974_17125060	4	6	5	5	7	4	11
chr9_+_17568952_17569240	7	4	7	6	6	7	10
chr9_+_19039355_19039372	212	154	388	401	113	577	178
chr9_+_19039376_19039406	212	154	388	401	113	577	178
chr9_+_19039408_19039416	216	152	397	402	113	584	179
chr9_+_19039417_19039423	212	154	388	401	113	577	178
chr9_+_19039424_19039657	209	149	379	396	110	568	175
chr9_+_19280748_19280755	46	29	28	26	73	39	41
chr9_+_20648307_20648308	10	24	36	9	9	15	13
chr9_+_21399132_21399148	8	9	9	10	15	11	8
chr9_+_21430439_21430506	18	7	14	12	17	13	14
chr9_+_21792631_21792650	13	8	9	12	11	10	8
chr9_+_21792653_21792675	12	9	13	11	11	9	8
chr9_+_21792687_21792747	12	10	15	12	12	9	8
chr9_+_26937036_26937309	20	16	17	22	30	20	51
chr9_+_26946347_26946476	20	16	17	21	29	20	49
chr9_+_27099138_27099146	22	10	13	62	22	26	16
chr9_+_32374560_32374621	224	14	30	34	23	127	12
chr9_+_32374622_32374633	246	13	30	40	25	181	11
chr9_+_32374641_32374658	224	14	30	34	23	127	12
chr9_+_32374660_32374718	224	14	30	34	23	127	12
chr9_+_33015207_33015250	176	656	397	374	219	483	1660
chr9_+_33015270_33015274	192	676	412	385	229	492	1727
chr9_+_33015287_33015311	176	656	397	374	219	483	1660
chr9_+_33016482_33016519	143	532	329	314	181	403	1378
chr9_+_33230165_33230195	21	10	17	14	27	12	19
chr9_+_33254876_33255036	69	77	370	91	47	151	40
chr9_+_33255043_33255076	73	82	383	99	45	157	44
chr9_+_33280417_33280532	10	15	10	10	11	9	13
chr9_+_33280536_33280570	16	21	16	14	21	13	26
chr9_+_33614214_33614222	113	10	238	132	16	130	12
chr9_+_33740463_33740818	9	13	90	17	11096	28	9
chr9_+_33785558_33785571	8	12	52	19	8223	25	8
chr9_+_34169002_34169021	35	25	57	34	28	36	54
chr9_+_34169023_34169034	36	26	62	35	28	38	58
chr9_+_34169036_34169044	40	24	57	35	31	38	57
chr9_+_34169058_34169106	54	13	56	38	15	19	24
chr9_+_34319503_34319574	7	14	29	27	28	30	10
chr9_+_34448810_34449003	7	5	6	6	7	6	38
chr9_+_34636600_34636607	11	120	19	12	15	17	10
chr9_+_34636608_34636889	11	95	19	11	15	16	10
chr9_+_34642125_34642204	17	11	6	7	5	4	11
chr9_+_34643911_34643942	17	10	6	7	5	4	11
chr9_+_34948171_34948191	27	13	20	22	31	26	31
chr9_+_34948320_34948326	25	12	20	20	29	26	26
chr9_+_34979674_34979797	13	6	14	10	9	11	9
chr9_+_34980266_34980291	14	6	13	10	9	10	9
chr9_+_34980715_34980721	17	4	12	9	7	9	8
chr9_+_35151950_35152054	20	14	20	17	56	13	69
chr9_+_35479989_35480006	34	10	34	46	19	65	82
chr9_+_35480018_35480150	313	270	455	455	299	511	468
chr9_+_35528628_35528628	34	10	34	46	19	65	82
chr9_+_35528890_35528938	28	10	26	30	18	39	43
chr9_+_35550424_35550510	34	10	34	46	19	65	82
chr9_+_35595275_35595331	31	20	11	21	10	16	66
chr9_+_35595339_35595381	31	20	11	21	10	16	66
chr9_+_35595449_35595519	31	20	11	21	10	16	66
chr9_+_35595614_35595809	25	16	10	15	7	13	50
chr9_+_35663852_35663954	21	14	23	14	29	18	42
chr9_+_35722207_35722352	38	9	64	54	15	99	66
chr9_+_35722490_35722625	38	9	64	54	15	99	66
chr9_+_35722629_35722769	38	9	63	53	16	98	66
chr9_+_35739321_35739352	9	44	12	13	15	15	9
chr9_+_35782405_35782405	57	20	20	38	20	39	27
chr9_+_35819208_35819279	3	7	3	3	6	3	9
chr9_+_35819375_35819581	3	6	3	3	5	3	7
chr9_+_36026900_36026994	250	9	12	30	11	67	11
chr9_+_36159384_36159508	22	19	14	22	26	14	406
chr9_+_36180852_36180882	464	413	590	581	389	683	400
chr9_+_36180885_36180925	483	546	797	816	467	1061	472
chr9_+_36180927_36180934	496	474	644	698	410	835	419
chr9_+_36180936_36180942	510	623	857	857	486	1118	506
chr9_+_36180956_36180988	485	505	709	695	430	850	458
chr9_+_36181015_36181065	395	227	310	434	230	358	288
chr9_+_36562844_36563005	18	119	114	217	18	23	65
chr9_+_37412645_37412768	63	96	195	101	40	100	37
chr9_+_37475911_37476149	42	46	37	40	47	42	21
chr9_+_37640996_37641072	26	9	19	23	23	19	28
chr9_+_37743769_37743802	8330	10193	4584	8445	9971	9082	21264
chr9_+_37743803_37743850	10934	11379	5749	10606	12091	10628	24241
chr9_+_37790779_37790789	14	41	19	20	19	14	16
chr9_+_38382696_38382699	10	9	8	6	8	8	6
chr9_+_38382700_38382784	46	13	22	25	15	23	16
chr9_+_39345665_39345706	19	5	14	19	24	19	44
chr9_+_39874941_39874982	19	5	14	19	24	19	44
chr9_+_40690290_40690290	15	5	12	27	26	30	52
chr9_+_41490678_41490678	15	5	12	27	26	30	52
chr9_+_42707229_42707229	56	56	29	47	61	53	40
chr9_+_68116254_68116392	8	52	17	10	12	37	6
chr9_+_68355279_68355438	21	31	23	10	22	72	10
chr9_+_70046658_70046767	37	163	78	67	50	59	60
chr9_+_70107602_70107687	19	18	12	17	23	20	16
chr9_+_70161634_70161634	20	10	9	12	32	19	13
chr9_+_70509925_70510467	9	42	10	6	11	7	70
chr9_+_70840298_70840298	22	129	44	38	51	31	34
chr9_+_70840463_70840551	14	89	26	27	45	20	20
chr9_+_70926009_70926043	30	32	172	22	26	28	53
chr9_+_70978790_70978930	28	34	159	20	25	28	50
chr9_+_70978970_70979109	29	34	156	21	24	29	51
chr9_+_71009746_71009897	27	33	164	19	27	27	46
chr9_+_71129307_71129307	8	4	5	6	7	5	7
chr9_+_71134060_71134060	8	4	5	6	7	5	7
chr9_+_72063640_72063720	11	31	12	14	39	15	20
chr9_+_72063724_72063792	15	43	16	18	32	18	25
chr9_+_72063805_72063814	21	51	20	18	21	16	33
chr9_+_73716189_73716254	26941	12404	11077	20403	25261	13208	44772
chr9_+_73716347_73716470	1411	18	513	1265	198	957	694
chr9_+_74956494_74956600	2840	482	3123	2781	104	2146	13
chr9_+_74956601_74956608	2817	519	3137	2795	109	2176	13
chr9_+_74956614_74956633	2817	519	3137	2795	109	2176	13
chr9_+_76302071_76302118	6	5	7	8	8	11	9
chr9_+_76893209_76893226	16	24	71	25	12	37	14
chr9_+_76893232_76893428	16	37	62	29	17	33	13
chr9_+_77695334_77695577	18	8	8	10	11	17	14
chr9_+_78246401_78246401	13	36	10	10	10	7	9
chr9_+_78263887_78263986	9	20	7	7	7	5	7
chr9_+_78283076_78283076	13	36	10	10	10	7	9
chr9_+_78305368_78305368	13	36	10	10	10	7	9
chr9_+_78982138_78982180	10	14	13	8	13	8	18
chr9_+_78982238_78982418	31	23	22	21	24	16	65
chr9_+_79158164_79158172	4	314	61	4	37	3	144
chr9_+_80101810_80101946	38	18	121	159	37	40	17
chr9_+_81376666_81376747	23	41	21	19	29	16	73
chr9_+_81377289_81377399	17	22	18	18	20	14	51
chr9_+_81377419_81377592	25	28	23	25	27	21	66
chr9_+_85785456_85785603	7	76	8	11	11	7	20
chr9_+_86473273_86473290	14	18	18	23	16	13	12
chr9_+_86474445_86474448	20	6	10	12	17	10	10
chr9_+_86474500_86474533	14	18	18	23	16	13	12
chr9_+_86475130_86475175	14	18	18	23	16	13	12
chr9_+_87745876_87745913	10	26	35	10	11	13	37
chr9_+_87745922_87746074	16	32	38	11	14	17	43
chr9_+_88086932_88086935	34	19	14	27	39	24	23
chr9_+_89302239_89302573	18	40	12	17	40	12	19
chr9_+_89302574_89302803	22	48	16	21	48	15	23
chr9_+_89530793_89530833	228	31	171	248	96	166	147
chr9_+_89530838_89530845	226	31	169	247	94	164	145
chr9_+_89530848_89530887	228	31	171	247	95	166	146
chr9_+_89530896_89530933	228	31	171	248	96	166	147
chr9_+_89530943_89530986	228	31	171	248	96	166	147
chr9_+_89722696_89722700	13	7	12	16	21	15	33
chr9_+_90193058_90193248	21	43	22	23	17	19	31
chr9_+_90193807_90193830	6	43	9	5	5	9	53
chr9_+_90796169_90796211	12463	7861	5284	10774	12201	7690	24243
chr9_+_91115924_91116027	9	701	208	254	5	48	686
chr9_+_91123204_91123272	15	42	10	13	46	11	126
chr9_+_91409746_91409891	6	3	5	5	7	4	9
chr9_+_92603832_92603883	16	76	17	13	19	13	17
chr9_+_92603884_92603893	8	292	15	8	20	8	14
chr9_+_92603894_92603905	8	292	15	8	20	8	14
chr9_+_92603920_92603953	7	219	12	7	16	7	9
chr9_+_92604025_92604047	15	87	17	12	19	13	16
chr9_+_92629525_92629583	15	87	17	12	19	13	16
chr9_+_95253732_95254271	74	101	83	59	59	80	29
chr9_+_95378492_95378996	7	25	12	10	23	11	10
chr9_+_96528764_96528803	23	10	37	26	50	32	9
chr9_+_96528814_96528834	23	10	37	26	50	32	9
chr9_+_96561750_96561886	23	10	37	26	50	32	9
chr9_+_97677720_97677805	1494	3512	833	1790	6055	1719	8433
chr9_+_98252200_98252381	44	23	29	53	46	40	53
chr9_+_99214000_99214189	12	58	14	15	22	22	236
chr9_+_99214190_99214210	10	51	13	14	21	22	207
chr9_+_99303282_99303285	14	18	15	13	29	15	8
chr9_+_99303639_99303880	12	19	14	12	27	14	9
chr9_+_99435525_99435769	10	10	13	13	12	13	12
chr9_+_99435900_99435983	10	7	26	19	8	23	27
chr9_+_99655227_99655357	9	9	9	8	9	7	9
chr9_+_99785277_99785376	182	2562	456	482	356	343	203
chr9_+_99785405_99785463	245	1161	397	454	408	372	200
chr9_+_99785465_99785482	277	2639	676	696	520	485	289
chr9_+_99785493_99785681	408	2575	896	975	751	680	420
chr9_+_99807257_99807275	21026	18062	8275	18571	21448	12505	39782
chr9_+_99858762_99858911	29	129	147	66	126	122	30
chr9_+_100609754_100609869	14	14	9	12	14	10	17
chr9_+_100745531_100746077	189	4	7	7	64	14	95
chr9_+_100907213_100907216	7	6	7	8	7	7	7
chr9_+_100907222_100907236	7	6	7	8	7	7	7
chr9_+_101024379_101024437	355	861	831	583	826	1149	181
chr9_+_101623957_101623999	12	8	11	10	17	10	13
chr9_+_101628829_101628829	16	10	12	11	13	12	19
chr9_+_101708725_101708772	18	7	11	12	12	15	12
chr9_+_101708774_101708870	18	7	11	12	12	15	12
chr9_+_101717278_101717284	39764	24932	15562	37479	33107	31862	50861
chr9_+_101901259_101901345	7	17	10	11	10	8	12
chr9_+_101901346_101901377	8	17	11	12	10	9	13
chr9_+_101901381_101901504	17	12	13	19	24	18	14
chr9_+_102244005_102244041	12	6	10	19	16	13	11
chr9_+_102275310_102275340	12	6	10	19	16	13	11
chr9_+_102275455_102275646	11	6	9	16	13	11	11
chr9_+_102830851_102830924	14	5	9	10	13	10	11
chr9_+_102987137_102987157	16	6	10	10	14	10	11
chr9_+_103200939_103201191	23	47	17	25	48	27	37
chr9_+_104797413_104797483	8	4	8	8	8	10	378
chr9_+_105896352_105896432	15	43	10	19	10	10	12
chr9_+_105896434_105896515	9	26	6	9	6	6	11
chr9_+_105896631_105896756	15	43	10	19	10	10	12
chr9_+_106566237_106566309	5	8	5	6	5	4	4
chr9_+_107360203_107360285	18	11	19	11	21	17	18
chr9_+_107496638_107496711	6	17	6	5	6	5	8
chr9_+_109085337_109085370	142	143	242	134	128	233	73
chr9_+_109085372_109085385	183	221	325	169	149	333	85
chr9_+_109085386_109085460	132	139	227	123	109	230	62
chr9_+_109085643_109085818	105	138	180	89	53	247	30
chr9_+_109131814_109131895	186	161	279	151	134	304	75
chr9_+_110664366_110664423	10	4	7	10	7	12	823
chr9_+_110736247_110736281	53	69	112	24	80	25	97
chr9_+_110736493_110736528	53	69	112	24	80	25	97
chr9_+_110736541_110736593	53	69	112	24	80	25	97
chr9_+_111442888_111442892	39712	28387	15969	36958	27035	28387	36483
chr9_+_111582317_111582556	143	62	71	101	25	201	8
chr9_+_111850698_111850763	147	64	69	119	28	207	8
chr9_+_111927601_111927626	205	63	90	137	37	244	9
chr9_+_112470871_112471004	8	7	7	8	9	6	7
chr9_+_113327259_113327333	2035	6189	1709	3042	9798	1817	13644
chr9_+_113433364_113433508	444	90	785	185	286	487	71
chr9_+_113463670_113463696	444	90	785	185	286	487	71
chr9_+_113463709_113463735	155	59	213	79	91	180	30
chr9_+_113698844_113699026	12	249	221	109	23	496	20
chr9_+_113699260_113699316	12	249	221	109	23	496	20
chr9_+_114182009_114182214	56	22	21	18	30	24	16
chr9_+_114182216_114182263	57	22	21	18	31	24	17
chr9_+_114953048_114953076	25	11	65	11	20	13	14
chr9_+_114953087_114953150	23	11	51	9	15	10	11
chr9_+_115023628_115023683	10	32	10	14	12	28	10
chr9_+_115023684_115023700	12	63	12	18	15	38	14
chr9_+_115077752_115077771	13	54	45	23	11	30	17
chr9_+_115077776_115077844	10	50	45	17	9	17	13
chr9_+_115151632_115151677	31	42	22	17	95	20	26
chr9_+_115246831_115246831	27	33	32	158	50	127	64
chr9_+_115265827_115265844	6	8	9	12	9	11	9
chr9_+_115303527_115303677	27	33	32	157	50	126	63
chr9_+_115367122_115367185	27	33	32	157	50	126	63
chr9_+_115382760_115382760	27	33	32	157	50	126	63
chr9_+_115382990_115383028	27	33	32	157	50	126	63
chr9_+_115396020_115396377	26	35	31	157	52	126	63
chr9_+_116125123_116125234	10	5	10	9	12	8	8
chr9_+_116131889_116132005	8	4	11	6	7	5	5
chr9_+_116389814_116389911	146	223	510	107	30	103	229
chr9_+_116389918_116389939	146	386	645	127	35	115	262
chr9_+_116413443_116413738	9	12	7	9	9	10	7
chr9_+_116943917_116943917	14	7	15	12	12	10	13
chr9_+_117955890_117955892	15	10	11	250	16	1440	13
chr9_+_118489394_118489460	13	13	22	22	10	19	9
chr9_+_119506274_119506296	10	8	7	8	7	11	6
chr9_+_119506446_119506571	10	8	7	8	7	11	6
chr9_+_122645164_122645226	14962	18047	6549	16232	9998	10150	26887
chr9_+_122890394_122890425	9	95	7	9	8	10	148
chr9_+_123003549_123003581	276	32	91	94	88	59	52
chr9_+_123070191_123070229	276	32	91	94	88	59	52
chr9_+_123070234_123070267	276	34	94	89	90	60	53
chr9_+_123070276_123070290	333	34	104	107	99	66	58
chr9_+_123083540_123083604	366	37	123	123	118	71	68
chr9_+_123088217_123088249	132	24	45	56	39	35	30
chr9_+_123088690_123088729	172	23	59	67	52	40	35
chr9_+_123101701_123101925	276	32	91	94	88	59	52
chr9_+_123101926_123102161	189	25	63	71	57	45	38
chr9_+_123123364_123123468	1835	121	568	422	693	283	171
chr9_+_123126652_123126663	1835	121	568	422	693	283	171
chr9_+_124172644_124172677	206	308	35	618	12	1046	14
chr9_+_124173049_124173135	37	71	8	159	12	441	10
chr9_+_124173143_124173184	106	207	15	468	21	1003	14
chr9_+_124177421_124177435	140	108	8	453	6	923	5
chr9_+_124742932_124743167	22	79	17	23	32	16	54
chr9_+_124835608_124835769	12	12	15	14	9	7	22
chr9_+_124836666_124836666	14	12	15	12	10	6	26
chr9_+_125813672_125813736	12	4	7	7	8	9	6
chr9_+_126579203_126579439	70	4	5	4	10	6	5
chr9_+_126664202_126664229	45	208	279	143	42	118	413
chr9_+_126671209_126671294	36	171	243	132	26	98	382
chr9_+_126671297_126671318	45	208	279	143	42	118	413
chr9_+_126671321_126671352	42	193	270	141	34	111	412
chr9_+_127002630_127002662	24	88	43	52	15	50	45
chr9_+_127002671_127002707	23	82	41	51	14	47	43
chr9_+_127002877_127002894	22	84	42	50	14	48	43
chr9_+_127063930_127064010	16	37	24	21	23	19	48
chr9_+_127549437_127549605	7	67	6	19	11	9	8
chr9_+_127550298_127550298	7	67	6	19	11	9	8
chr9_+_128128913_128129063	6	12	7	7	10	5	7
chr9_+_128416542_128416623	6	6	5	5	4	6	6
chr9_+_128607081_128607181	11	19	12	11	12	11	24
chr9_+_128716867_128716983	12	7	9	10	10	10	13
chr9_+_128764324_128764389	32	12	20	25	16	21	33
chr9_+_129199204_129199331	16	13	16	9	16	9	59
chr9_+_129226473_129226531	19	10	12	18	13	14	17
chr9_+_129226535_129226550	16	9	10	19	11	12	18
chr9_+_129414287_129414502	38	10	22	23	76	40	15
chr9_+_129588125_129588133	24	68	32	32	11	28	34
chr9_+_129588135_129588142	24	68	32	32	11	28	34
chr9_+_129588147_129588166	24	68	32	32	11	28	34
chr9_+_129588179_129588248	18	21	24	20	9	21	21
chr9_+_129604962_129605152	30	63	30	19	26	20	11
chr9_+_129605275_129605346	30	63	30	19	26	20	11
chr9_+_129605349_129605463	32	84	35	21	30	21	12
chr9_+_129951552_129951685	26	8	278	16	1462	9	17
chr9_+_129962292_129962506	105	100	140	39	55	42	79
chr9_+_130005429_130005485	39	32	15	23	46	33	31
chr9_+_130005487_130005488	8	13	6	6	12	8	7
chr9_+_130005489_130005589	39	32	15	23	46	33	31
chr9_+_130056513_130056636	29	27	19	15	32	25	21
chr9_+_130124566_130124777	19	67	23	25	54	14	20
chr9_+_130124873_130125098	11	64	13	13	26	8	13
chr9_+_130173418_130173455	41	112	68	74	45	75	37
chr9_+_130173458_130173496	52	86	80	83	57	78	44
chr9_+_130257254_130257286	16	11	12	14	10	11	2658
chr9_+_130258100_130258219	15	11	11	14	10	11	2772
chr9_+_130258223_130258245	8	8	7	12	7	9	2497
chr9_+_130258247_130258251	8	8	7	12	7	9	2497
chr9_+_130258256_130258307	11	9	8	13	8	10	2568
chr9_+_130258499_130258612	12	10	9	13	9	10	2596
